rank,priority_score,firm_name,frn,size_tier,adviser_count,total_reviews,top_rated_advisers,adviser_types,phone,postcode,website,cities_count,data_confidence,size_score,permission_score,distribution_score,top_mandate_category,top_mandate_score,fca_status,companies_house,fca_enriched,advises_retail,pension_transfers,manages_investments
132,45.2,Newcastle Financial Advisers Limited,,tier_2,31,3391,31,fa_restricted|mortgage_limited,03300388942,,,9,0.38,61,50,8,multi_asset_cautious,25,,,False,,,
133,45.2,Eight Financial Advice,,tier_2,30,3847,28,fa_restricted,02381159951,,,7,0.38,61,50,8,multi_asset_cautious,25,,,False,,,
134,45.1,Gemini Wealth Management Limited,718250,tier_3,3,586,1,ifa,+441213542700,B73 6BT,https://geminiwealthgroup.com/investment-advisors,3,1.0,33,65,48,multi_asset_growth,38,Authorised,09212514,True,True,False,True
135,45.0,Westminster Wealth Management LLP,,tier_2,15,1331,14,ifa|mortgage_adviser,03300388942,,,6,0.38,48,60,18,multi_asset_cautious,30,,,False,,,
136,44.8,Newstead Clark Financial Services,707549,tier_4,3,29,1,ifa,+4401902912423,WV10 6TB,www.newsteadclark.co.uk,1,1.0,22,80,40,multi_asset_cautious,40,Authorised,04461132,True,True,True,False
137,44.8,New World Finance,460421,tier_4,1,295,1,mortgage_adviser,+4401702431130,SS6 7QA,www.newleafdistribution.co.uk,1,1.0,22,90,30,multi_asset_cautious,30,Authorised,05520001,True,True,True,False
138,44.8,IFT Wealth Management Ltd,828270,tier_4,1,117,1,ifa,+441422349131,HX2 0TQ,www.iftwm.com,1,1.0,22,80,40,multi_asset_cautious,40,Authorised,07325816,True,True,True,False
139,44.7,Metis Wealth Ltd,823998,tier_3,5,292,4,ifa,+443456460311,RH16 4RR,www.metisam.co.uk,1,1.0,34,65,40,multi_asset_growth,38,Authorised,11002278,True,True,False,True
140,44.6,Venn Financial Planning,814106,tier_4,1,10,1,ifa,+441274003920,SE3 0TN,www.fintuity.com,1,1.0,14,90,40,multi_asset_cautious,40,Authorised,10849933,True,True,True,False
141,44.3,Rosedale Financial Management,473931,tier_4,1,126,1,ifa,+4401246567234,S42 7HG,,1,0.75,17,90,25,multi_asset_cautious,40,Authorised,,True,True,True,False
142,44.0,Delaunay Wealth Management Ltd,806635,tier_4,1,107,0,ifa,+443455053500,BN1 2RE,www.delaunaywealth.com,1,1.0,20,80,40,multi_asset_cautious,40,Authorised,08107472,True,True,True,False
143,43.8,Hoyl Independent Advisers Ltd,,tier_2,18,1316,9,ifa|mortgage_adviser|protection_whole_of_market,01603398010,,,6,0.38,45,60,18,multi_asset_cautious,30,,,False,,,
144,43.8,Forrester Boyd Wealth Management,,tier_2,12,958,12,ifa,03300388942,,,3,0.38,45,60,18,multi_asset_cautious,30,,,False,,,
145,43.8,Culverhouse Financial Planning Ltd - Chartered Financial Planners,600931,tier_4,1,7,0,ifa,+441689862211,BR6 7BQ,www.culverhouse-fp.co.uk,1,1.0,12,90,40,multi_asset_cautious,40,Authorised,08470047,True,True,True,False
146,43.8,GP3 Financial Solutions Ltd,575549,tier_4,1,6,0,ifa,+4401162718100,LE2 5SF,www.gp3fs.com,1,1.0,12,90,40,multi_asset_cautious,40,Authorised,04352144,True,True,True,False
147,43.8,Old Mill Financial Planning Ltd,967142,tier_4,1,9,0,ifa,+441935426181,BA20 1SH,www.om.uk,1,1.0,12,90,40,multi_asset_cautious,40,Authorised,13565826,True,True,True,False
148,43.7,Just Mortgages Direct Limited,,tier_2,20,1464,19,mortgage_adviser|mortgage_limited,03300388942,,,17,0.38,58,50,15,multi_asset_cautious,20,,,False,,,
149,43.4,AES INTERNATIONAL,464494,tier_4,1,40,0,fa_restricted,+442030517999,W1U 7NG,www.aesinternational.com,1,1.0,16,90,30,multi_asset_cautious,35,See full details,06063185,True,True,True,False
150,43.2,Rootes Wealth Management Limited,998007,tier_4,1,63,1,ifa,+441732247360,TN9 1EP,www.rootes.co.uk,1,1.0,18,80,40,multi_asset_cautious,40,Authorised,14159023,True,True,True,False
151,42.6,Prosser Knowles Associates Limited,,tier_3,10,528,4,ifa,03300388938,,,4,0.38,42,60,18,multi_asset_cautious,30,,,False,,,
152,42.6,Evelyn Partners Financial Planning Limited,136414,tier_4,1,12,1,fa_restricted,+442071314000,EC2V 7BG,evelyn.com,1,1.0,14,90,30,multi_asset_cautious,35,Authorised,00607039,True,True,True,False
153,42.6,CMM Wealth Management Ltd,153566,tier_4,1,12,1,ifa,+4401233661960,YO43 3QZ,www.julianharris.net,1,0.88,9,90,40,multi_asset_cautious,40,Authorised,,True,True,True,False
154,42.4,Aegis Financial Planning Limited,624298,tier_4,1,40,0,ifa,+443333582233,EC2N 2AT,https://www.aegisfp.com,1,1.0,16,80,40,multi_asset_cautious,40,Authorised,08946610,True,True,True,False
155,42.4,Manfield Wealth Management Ltd,923347,tier_4,1,24,0,ifa,+4407738375448,SR3 3XW,www.manfieldwealth.co.uk,1,1.0,16,80,40,multi_asset_cautious,40,Authorised,12217582,True,True,True,False
156,42.4,Welby Associates,697372,tier_4,1,26,0,ifa,+4402892622910,BT28 2RF,www.welbyassociates.co.uk,1,1.0,16,80,40,multi_asset_cautious,40,Authorised,NI630504,True,True,True,False
157,42.2,Perspective (North East) Ltd,,tier_3,18,325,9,ifa,03300388942,,,7,0.38,41,60,18,multi_asset_cautious,30,,,False,,,
158,41.8,Wealthwise Financial Solutions Limited,937742,tier_4,1,166,1,ifa,+447950253923,NW11 0PU,www.wealthwisefs.co.uk,1,1.0,22,70,40,multi_asset_cautious,40,Authorised,12866490,True,True,True,False
159,41.8,RBC Europe Limited,124543,tier_4,1,7,0,fa_restricted,+442076534000,EC2N 4AA,www.rbccm.com,1,1.0,12,90,30,multi_asset_cautious,35,Authorised,00995939,True,True,True,True
160,41.7,Lawrence Clarke Ltd,0330038,tier_3,10,293,10,ifa,03300388942,PO15 5TD,,1,0.62,38,60,25,multi_asset_cautious,30,,,True,,,
161,41.6,Financial Options Group,466798,tier_3,9,335,5,fa_restricted|ifa|mortgage_limited,+4401617649944,BL8 3AN,www.financialopts.co.uk,1,0.88,34,60,40,multi_asset_cautious,30,Appointed representative,06060099,True,,,
162,41.6,Moneytree Wealth Management,537029,tier_3,5,345,5,fa_restricted|ifa,+441244470107,CH1 1RQ,www.moneytreewm.co.uk,1,0.88,34,60,40,multi_asset_cautious,30,Appointed representative,07399360,True,,,
163,41.4,RetireInvest Limited,735551,tier_3,8,570,7,fa_restricted,+441476569090,NG31 6QZ,https://www.retireinvest.co.uk/,6,0.88,44,50,38,multi_asset_cautious,25,Appointed representative,09916200,True,,,
164,41.4,Perspective (South East) Limited,,tier_3,11,260,2,ifa,01213476924,,,7,0.38,39,60,18,multi_asset_cautious,30,,,False,,,
165,41.4,Premier Financial Planning,,tier_3,8,888,5,ifa|mortgage_adviser,03300388940,,,6,0.38,39,60,18,multi_asset_cautious,30,,,False,,,
166,41.3,Viva Retirement Solutions,,tier_2,18,1671,16,equity_release_whole_of_market,03300388942,,,17,0.38,52,50,15,multi_asset_cautious,20,,,False,,,
167,41.3,Aviva Equity Release Advice,,tier_2,16,939,15,equity_release_limited|mortgage_adviser,01312680823,,,15,0.38,52,50,15,multi_asset_cautious,20,,,False,,,
168,41.2,Depledge Strategic Wealth Management Ltd,611386,tier_3,4,321,4,ifa,+4401618080200,M17 1LB,www.depledgeswm.com,3,0.88,31,60,48,multi_asset_cautious,30,Appointed representative,08524954,True,,,
169,41.0,Holden & Partners,,tier_3,10,427,9,ifa,03300388942,,,4,0.38,38,60,18,multi_asset_cautious,30,,,False,,,
170,41.0,Amber River True Bearing,,tier_3,10,333,3,ifa,03300388939,,,4,0.38,38,60,18,multi_asset_cautious,30,,,False,,,
171,40.8,Verum Financial LLP,927002,tier_3,4,561,3,fa_restricted|ifa,+443303205048,SP4 7YA,www.verve-financial.com,1,0.88,32,60,40,multi_asset_cautious,30,Appointed representative,11010964,True,,,
172,40.2,Cooper Associates Mortgages,,tier_2,34,749,11,equity_release_whole_of_market|mortgage_adviser|mortgage_limited,01823429141,,,3,0.38,51,50,8,multi_asset_cautious,20,,,False,,,
173,40.2,Wade Wealth Partners,,tier_3,5,744,4,ifa|mortgage_adviser,02081668476,,,4,0.38,36,60,18,multi_asset_cautious,30,,,False,,,
174,40.2,Guided Financial,922996,tier_4,1,25,1,ifa,+447542087214,WC1H 0NH,https://www.guildfin.co.uk/,1,1.0,18,70,40,multi_asset_cautious,40,Authorised,11611887,True,False,True,False
175,40.0,TNS Financial Services Limited,,tier_2,12,715,10,fa_restricted|mortgage_limited,03300388942,,,5,0.38,48,50,8,multi_asset_cautious,25,,,False,,,
176,40.0,Smart Choice Equity Release,952887,tier_3,2,80,2,equity_release_whole_of_market,+4407740414170,PE10 9AB,https://www.onestop4equityrelease.co.uk/,2,1.0,25,70,30,multi_asset_cautious,30,Authorised,13452621,True,True,True,False
177,39.8,Crowe Financial Planning UK Limited,,tier_3,7,185,7,ifa,03300388939,,,5,0.38,35,60,18,multi_asset_cautious,30,,,False,,,
178,39.8,Talis Financial Advisers Ltd,,tier_3,7,258,3,ifa,03300388942,,,5,0.38,35,60,18,multi_asset_cautious,30,,,False,,,
179,39.8,Sterling & Law Group Plc,,tier_3,6,366,4,ifa,02381159951,,,5,0.38,35,60,18,multi_asset_cautious,30,,,False,,,
180,39.8,Truly Independent Limited,,tier_3,6,314,5,ifa,03300388940,,,6,0.38,35,60,18,multi_asset_cautious,30,,,False,,,
181,39.8,Abacus Associates Financial Services,,tier_3,5,176,3,ifa,03300388940,,,5,0.38,35,60,18,multi_asset_cautious,30,,,False,,,
182,39.8,Iris Wealth Management,533879,tier_4,1,137,1,fa_restricted,+4402071930383,EC2A 4DJ,www.iris-advisory.com,1,1.0,22,70,30,multi_asset_cautious,35,Authorised,07238413,True,False,True,False
183,39.6,Women's Wealth,810662,tier_3,2,105,1,ifa,+4401227931531,CT2 7FG,www.pentinsfp.co.uk,2,0.88,29,60,40,multi_asset_cautious,30,Appointed representative,11372620,True,,,
184,39.5,Aviva Financial Advice,,tier_2,15,331,7,fa_restricted,03300388942,,,15,0.38,45,50,15,multi_asset_cautious,25,,,False,,,
185,39.4,TFA - Trusted Financial Advice,,tier_3,5,681,3,ifa,03300388940,,,2,0.38,36,60,10,multi_asset_cautious,30,,,False,,,
186,39.2,Cooper Associates Wealth Management Ltd,,tier_2,21,1020,2,fa_restricted|mortgage_limited,01172957680,,,4,0.38,46,50,8,multi_asset_cautious,25,,,False,,,
187,39.2,Miller Financial Planning,716791,tier_3,5,722,5,mortgage_adviser|mortgage_limited,+441788577775,CV21 3QP,https://millerfp.co.uk/,3,0.88,41,50,38,multi_asset_cautious,20,Appointed representative,06752854,True,,,
188,39.2,Ernest Grant Ltd,568558,tier_3,4,291,4,ifa,+4403300884878,B93 0LY,www.ernestgrant.com,1,0.88,28,60,40,multi_asset_cautious,30,Appointed representative,07771632,True,,,
189,39.2,Sylvan Financial Management,939870,tier_3,4,334,3,ifa,+4401615316285,SK8 3GP,www.sylvanfinancial.co.uk,1,0.88,28,60,40,multi_asset_cautious,30,Appointed representative,12990055,True,,,
190,39.0,Connect Mortgages,,tier_3,13,279,3,ifa|mortgage_adviser,03300388942,,,1,0.38,35,60,10,multi_asset_cautious,30,,,False,,,
191,39.0,AFH Wealth Management Cookham,,tier_3,6,311,1,ifa,03300388942,,,6,0.38,33,60,18,multi_asset_cautious,30,,,False,,,
192,39.0,Continuum (Financial Services) LLP,,tier_3,5,412,2,ifa,01612198546,,,5,0.38,33,60,18,multi_asset_cautious,30,,,False,,,
193,38.9,Octo Financial Planning Ltd,972331,tier_3,3,177,3,ifa,+4407786225839,YO7 3QA,,2,0.75,31,60,25,multi_asset_cautious,30,Appointed representative,13922409,True,,,
194,38.9,BlackFin Independent Wealth LLP,1023964,tier_3,3,119,1,ifa,+4407590282647,RH8 0TP,,3,0.75,29,60,33,multi_asset_cautious,30,Appointed representative,OC454613,True,,,
195,38.8,Sovereign Wealth Ltd,,tier_2,14,815,6,fa_restricted,01132385317,,,8,0.38,45,50,8,multi_asset_cautious,25,,,False,,,
196,38.8,Investa Finance,956258,tier_4,1,102,1,mortgage_adviser,+4402085558088,E7 0HA,www.investafinance.co.uk,1,1.0,22,70,30,multi_asset_cautious,30,Authorised,09985503,True,True,True,False
197,38.8,Online Mortgage Advisor,786245,tier_4,1,103,1,mortgage_adviser,+4401709242927,DE21 5EL,themoney-group.co.uk,1,1.0,22,70,30,multi_asset_cautious,30,Authorised,10100954,True,True,True,False
198,38.8,Vitality Mortgages Limited,649443,tier_4,1,199,1,mortgage_adviser,+441564732744,B93 0NH,therightmortgage.co.uk,1,1.0,22,70,30,multi_asset_cautious,30,Authorised,08130498,True,True,True,False
199,38.8,West Yorkshire Money Limited,840545,tier_4,1,153,1,mortgage_adviser,+441977355013,LS12 4JG,www.wy-money.co.uk,1,1.0,22,70,30,multi_asset_cautious,30,Authorised,11776461,True,True,True,False
200,38.8,White Financial Services,595851,tier_4,1,238,1,mortgage_adviser,+4401823340711,TA1 1DE,www.whitefinancialservices.co.uk,1,1.0,22,70,30,multi_asset_cautious,30,Authorised,08264020,True,True,True,False
201,38.6,Amber River Midlands,,tier_3,9,107,7,ifa,03300388938,,,3,0.38,32,60,18,multi_asset_cautious,30,,,False,,,
202,38.6,Sedulo Wealth,,tier_3,8,336,7,ifa,01512219700,,,4,0.38,32,60,18,multi_asset_cautious,30,,,False,,,
203,38.6,Perspective (Central & East) Ltd,,tier_3,8,289,5,ifa,03300388942,,,4,0.38,32,60,18,multi_asset_cautious,30,,,False,,,
204,38.4,Robertson Baxter,462209,tier_3,3,213,2,ifa,+441484608095,HD8 8EP,http://www.robertsonbaxter.com,1,0.88,26,60,40,multi_asset_cautious,30,No longer authorised,05847483,True,,,
205,38.4,Jalapeno (UK) Ltd,433988,tier_3,2,180,2,ifa,+4402476239250,CV1 4JF,https://www.jalapenoltd.co.uk/,1,0.88,26,60,40,multi_asset_cautious,30,Appointed representative,04910679,True,,,
206,38.4,Integritas Financial Planners Ltd,623126,tier_3,2,246,2,ifa,+4401283777014,DE11 0WT,www.integritasfp.co.uk,1,0.88,26,60,40,multi_asset_cautious,30,Appointed representative,08981673,True,,,
207,38.4,Tudor Franklin Independent Financial Advice,788066,tier_3,2,231,2,ifa,+4401163193343,LE6 0LE,www.tudorfranklin.co.uk,1,0.88,26,60,40,multi_asset_cautious,30,Appointed representative,10783259,True,,,
208,38.4,JLM Wealth,991615,tier_3,2,151,2,ifa,+4401462222002,SG5 1HP,www.jlmwealth.com,1,0.88,26,60,40,multi_asset_cautious,30,Appointed representative,14602600,True,,,
209,38.2,Medical Family Finance,611569,tier_3,8,677,7,fa_restricted,+442072525765,W1G 0PW,www.medicalfamilyfinance.co.uk,1,0.88,38,50,30,multi_asset_cautious,25,Appointed representative,08689906,True,,,
210,38.2,PenLife Associates - Chartered Financial Planners,,tier_3,9,569,8,ifa|protection_whole_of_market,03300388942,,,1,0.38,33,60,10,multi_asset_cautious,30,,,False,,,
211,38.2,Suttons Independent Financial Advisers,,tier_3,7,809,7,ifa|mortgage_adviser,01612198546,,,1,0.38,33,60,10,multi_asset_cautious,30,,,False,,,
212,38.1,Platinum Financial Planning Ltd,613564,tier_3,6,406,6,ifa,03300388938,BT4 3HX,,1,0.62,29,60,25,multi_asset_cautious,30,,,True,,,
213,38.1,Abbotstone Financial Solutions LLP,658039,tier_3,2,218,1,ifa,+447714202554,PO16 7JE,,2,0.75,29,60,25,multi_asset_cautious,30,Appointed representative,OC396007,True,,,
214,38.0,Ryley Wealth Management Ltd,,tier_2,11,757,11,fa_restricted,03300388940,,,2,0.38,45,50,0,multi_asset_cautious,25,,,False,,,
215,38.0,GHL Direct,,tier_3,8,2031,4,fa_restricted|mortgage_limited,03300388942,,,8,0.38,43,50,8,multi_asset_cautious,25,,,False,,,
216,38.0,Realise Wealth Management Ltd,1018041,tier_3,2,87,2,ifa,+4407378841025,BS21 7NU,www.realisefp.co.uk,2,0.88,25,60,40,multi_asset_cautious,30,Appointed representative,11066525,True,,,
217,38.0,King Mortgages Limited,803561,tier_4,1,100,0,mortgage_adviser,+447766463312,ME6 5FH,www.kingmortgages.co.uk,1,1.0,20,70,30,multi_asset_cautious,30,Authorised,11163641,True,True,True,False
218,37.8,BVS Mortgages & Financial Services Ltd,,tier_2,12,1629,9,mortgage_limited|protection_limited,03300388942,,,8,0.38,45,50,8,multi_asset_cautious,20,,,False,,,
219,37.8,Ablestoke Financial Planning LLP,574544,tier_3,6,283,3,fa_restricted|mortgage_limited,+442034100260,EC4A 4AB,www.ablestoke.com,2,0.88,37,50,30,multi_asset_cautious,25,Appointed representative,OC367708,True,,,
220,37.8,Ashwood Law Wealth Management Ltd,538265,tier_3,6,321,6,fa_restricted,+4401530267150,LE67 2RD,www.ashwoodlawwealth.co.uk,2,0.88,37,50,30,multi_asset_cautious,25,Appointed representative,03540491,True,,,
221,37.8,Beals Mortgage and Financial Services Ltd,471442,tier_3,3,522,3,fa_restricted,+441489585581,PO15 7FN,www.bealsfs.co.uk,3,0.88,35,50,38,multi_asset_cautious,25,Appointed representative,08286166,True,,,
222,37.8,Perspective (Gould) Ltd,,tier_3,8,389,7,ifa,03300388940,,,2,0.38,32,60,10,multi_asset_cautious,30,,,False,,,
223,37.8,Amber River HDA,,tier_3,6,402,3,ifa,03300388942,,,2,0.38,32,60,10,multi_asset_cautious,30,,,False,,,
224,37.8,Beaumont Wealth,,tier_3,5,473,4,ifa,03300388942,,,2,0.38,32,60,10,multi_asset_cautious,30,,,False,,,
225,37.8,Perspective (Brighter),,tier_3,5,178,5,ifa|mortgage_adviser,03300388938,,,2,0.38,32,60,10,multi_asset_cautious,30,,,False,,,
226,37.8,Money Advice & Planning,,tier_3,6,486,2,ifa|mortgage_adviser,03300388940,,,3,0.38,30,60,18,multi_asset_cautious,30,,,False,,,
227,37.8,Active Financial Partners,,tier_3,6,101,1,ifa,02381159951,,,3,0.38,30,60,18,multi_asset_cautious,30,,,False,,,
228,37.8,Prosperity IFA Limited,,tier_3,5,305,2,ifa,03300388940,,,3,0.38,30,60,18,multi_asset_cautious,30,,,False,,,
229,37.8,Perspective (North West) Ltd,,tier_3,5,135,1,ifa,03300388940,,,3,0.38,30,60,18,multi_asset_cautious,30,,,False,,,
230,37.8,Philip James Independent Financial Advice,,tier_3,3,793,3,ifa,03300388942,,,3,0.38,30,60,18,multi_asset_cautious,30,,,False,,,
231,37.4,Amber River NI,,tier_3,15,139,0,ifa,03300388940,,,1,0.38,31,60,10,multi_asset_cautious,30,,,False,,,
232,37.2,St. James's Place,,tier_3,12,359,7,fa_restricted,03300388942,,,8,0.38,41,50,8,multi_asset_cautious,25,,,False,,,
233,37.2,Dream Bricks Financial Ltd,960812,tier_4,1,95,1,mortgage_adviser,+4407865083735,M33 4NF,www.dreambricksfinancial.co.uk,1,1.0,18,70,30,multi_asset_cautious,30,Authorised,13645142,True,True,True,False
234,37.2,MME FS LTD,650868,tier_4,1,40,1,mortgage_adviser,+4401455531044,LE2 1EG,www.mortgagesbymme.co.uk,1,1.0,18,70,30,multi_asset_cautious,30,Authorised,09198537,True,True,True,False
235,37.2,CAPS Financial Limited,700118,tier_4,1,27,1,ifa,+442080045847,SW10 0UJ,www.capit.co.uk,1,1.0,18,60,40,multi_asset_cautious,40,Authorised,09009529,True,False,True,False
236,37.2,Trinity Mortgages Ltd,806693,tier_4,1,57,1,mortgage_adviser,+442037457727,RM12 6RJ,www.trinityadvice.co.uk,1,1.0,18,70,30,multi_asset_cautious,30,Authorised,10737280,True,True,True,False
237,37.0,Perspective (Home Counties) Ltd,,tier_3,5,125,1,fa_restricted|ifa,03300388938,,,2,0.38,30,60,10,multi_asset_cautious,30,,,False,,,
238,37.0,Foxgrove Associates,,tier_3,4,687,3,ifa|mortgage_adviser,03300388940,,,2,0.38,30,60,10,multi_asset_cautious,30,,,False,,,
239,37.0,Bury Financial Advisers Limited,,tier_3,3,945,3,ifa,03300388938,,,2,0.38,30,60,10,multi_asset_cautious,30,,,False,,,
240,36.9,Hitchell Financial Planning,211675,tier_3,3,288,2,ifa|mortgage_adviser,+4401892532700,TN1 1NU,,1,0.75,26,60,25,multi_asset_cautious,30,Appointed representative,07283512,True,,,
241,36.9,Chambers Financial Solutions LTD,939404,tier_3,2,108,1,ifa,+4401702431130,LS1 3AJ,,1,0.75,26,60,25,multi_asset_cautious,30,Appointed representative,12438712,True,,,
242,36.9,Sparks & Co Financial Services Ltd,999320,tier_3,2,328,2,ifa,+4407976284705,BH21 2DB,,1,0.75,26,60,25,multi_asset_cautious,30,Appointed representative,05233992,True,,,
243,36.8,Orca Wealth,1007211,tier_4,1,117,1,ifa,+4401527911753,B60 3ET,www.orcawealth.co.uk,1,0.88,22,60,40,multi_asset_cautious,30,Appointed representative,10064270,True,,,
244,36.8,Three Financial Planning Limited,1039645,tier_4,1,197,1,ifa,+4407782100731,LE65 1RT,www.3fp.co.uk,1,0.88,22,60,40,multi_asset_cautious,30,Appointed representative,16582314,True,,,
245,36.8,Commodore Finance Ltd,461175,tier_4,1,265,1,ifa,+4401745850653,LL19 9LW,www.commordorefinance.co.uk,1,0.88,22,60,40,multi_asset_cautious,30,Appointed representative,05924654,True,,,
246,36.8,Harper Financial Associates,976686,tier_4,1,142,1,ifa,+4401924939854,WF4 1AB,www.harperfa.co.uk,1,0.88,22,60,40,multi_asset_cautious,30,Appointed representative,12335186,True,,,
247,36.8,VSL Wealth Management Limited,753142,tier_4,1,115,1,ifa,+4407931502858,LS8 1NL,www.vslwealth.com,1,0.88,22,60,40,multi_asset_cautious,30,Appointed representative,10268495,True,,,
248,36.8,London and County Financial Advisors Ltd,594743,tier_4,1,104,1,ifa,+441634296002,ME9 7JL,https://londonandcountyfa.com/,1,0.88,22,60,40,multi_asset_cautious,30,Appointed representative,10359622,True,,,
249,36.6,Broom Consultants Ltd.,,tier_3,9,181,8,ifa|mortgage_adviser,03300388940,,,1,0.38,29,60,10,multi_asset_cautious,30,,,False,,,
250,36.6,Consequential Planning Limited,,tier_3,5,293,4,ifa,03300388938,,,1,0.38,29,60,10,multi_asset_cautious,30,,,False,,,
251,36.6,Kymin Financial Services Limited,,tier_3,5,266,5,ifa,03300388940,,,1,0.38,29,60,10,multi_asset_cautious,30,,,False,,,
252,36.6,Smith and Wardle Financial Planning,,tier_3,5,368,4,ifa,03300388940,,,1,0.38,29,60,10,multi_asset_cautious,30,,,False,,,
253,36.4,Charles Stanley,,tier_3,9,578,8,fa_restricted,03300388939,,,5,0.38,39,50,8,multi_asset_cautious,25,,,False,,,
