Rank,Priority Score,Category,FRN,Firm Name,Town,Postcode,Phone,Website,Adviser Count,Advises on Investments,Retail Clients,Manages Investments,Pension Transfers,Collective Investment Schemes,Life Policies,Professional Clients,Is AR,Principal FRN,Principal Name,Companies House Number,PIMFA Member,Has Disciplinary History,Data Confidence,Core Score,Fund Distribution Score,Firm Size Score,Multi Asset Cautious Fit,Multi Asset Income Fit,UK Equity Income Fit,Global Equity Fit,Corporate Bond Fit
135,69,ifa,936586,8point8 Capital Ltd,London,SW14 8QE,+442081673386,www.8point8capital.com,16,True,True,False,True,False,False,True,False,,,,False,False,0.5,30,10,15,69,74,69,59,64
136,69,ifa,937373,Arborheath Ltd,Berkshire,RG2 9PS,+4407867508539,www.arborheath.co.uk,5,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,10,69,74,69,59,64
137,69,ifa,950964,Privalgo Markets Limited,London,EC3M 1BD,+442038800575,https://www.privalgomarkets.co.uk,16,True,True,False,True,False,False,True,False,,,,False,False,0.5,30,10,15,69,74,69,59,64
138,69,ifa,809084,ISTAR CAPITAL LTD,London,W1J 8NR,+442038848450,www.istar.capital,11,True,True,False,True,False,False,True,False,,,,False,False,0.5,30,10,15,69,74,69,59,64
139,69,ifa,563329,SteelRock Capital Limited,London,W1H 7QD,+4402079418186,www.steelrockcapital.com,12,True,True,False,True,False,False,True,False,,,,False,False,0.5,30,10,15,69,74,69,59,64
140,68,ifa,449720,Pello Capital Limited,London,EC2V 7BG,,,99,True,True,False,True,False,False,True,False,,,,False,False,0.5,30,10,20,68,73,68,58,63
141,68,ifa,781077,Argentex LLP,London,EC4N 6EU,,,48,True,True,False,True,False,False,True,False,,,,False,False,0.5,30,10,20,68,73,68,58,63
142,66,ifa,795673,Obdios Capital Limited,Richmond,TW9 2BS,+447538000201,,2,True,True,False,True,True,False,True,False,,,,False,False,0.5,30,20,5,66,71,66,56,61
143,66,ifa,182082,HANNAH CONSULTANCY LTD.,Halesowen,B63 3US,+441216021602,,9,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,10,66,71,66,56,61
144,66,ifa,147518,WDFS Limited,London,W1G 8DA,+4402074869893,,9,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,10,66,71,66,56,61
145,66,ifa,479512,415 LLP,Wantage,OX12 9AB,+4401235225415,,5,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,10,66,71,66,56,61
146,64,ifa,186958,UBS AG,London,EC2M 2QS,+442075678000,www.UBS.com,9015,True,True,False,True,False,True,True,False,,,,False,True,0.5,30,15,20,64,69,64,54,59
147,64,ifa,768168,Sequence Advisers LLP,London,WC2E 8PS,+442034057203,www.sequenceadvisers.co.uk,7,True,True,False,True,False,False,True,False,,,,False,False,0.5,30,10,10,64,69,64,54,59
148,64,ifa,537165,Laidlaw & Company International Limited,London,W1J 8DZ,+4402073993391,www.laidlawltd.com,6,True,True,False,True,False,False,True,False,,,,False,False,0.5,30,10,10,64,69,64,54,59
149,64,ifa,144104,Magill & Company Limited,Fareham,PO14 3ER,+4401329842707,wealthmanager.co.uk,4,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,5,64,69,64,54,59
150,64,ifa,141455,WINTERFLOOD SECURITIES LIMITED,London,EC4R 3GA,+4402031000000,www.winterflood.com,387,True,True,False,True,False,True,True,False,,,,False,True,0.5,30,15,20,64,69,64,54,59
151,64,ifa,207972,Resolution Partners Limited,London,EC3M 7HA,+4402076489830,www.resolution-partners.co.uk,9,True,True,False,True,False,False,True,False,,,,False,False,0.5,30,10,10,64,69,64,54,59
152,64,ifa,145280,Theisen Securities Limited,Oxted,RH8 0DT,+441883716066,www.theisensecurities.com,5,True,True,False,True,False,False,True,False,,,,False,False,0.5,30,10,10,64,69,64,54,59
153,64,ifa,720217,Salonica Capital Limited,London,WC2B 5BL,+4402070998888,www.salonica-group.com,9,True,True,False,True,False,False,True,False,,,,False,False,0.5,30,10,10,64,69,64,54,59
154,64,ifa,837211,N2 ASSET MANAGEMENT LIMITED,Cobham,KT11 3NE,+441932216050,www.n2-am.com,4,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,5,64,69,64,54,59
155,64,ifa,585160,Square Mile Asset Management Limited,London,EC2N 2AT,+4402036033888,www.sm-asset.com,2,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,5,64,69,64,54,59
156,64,ifa,844316,FINANCIAL CONNECTIONS WEALTH MANAGEMENT LIMITED,Warwick,CV34 6FA,+441926567222,http://www.fcwm.co.uk/,3,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,5,64,69,64,54,59
157,64,ifa,914109,Framling Wealth Ltd,Cambridge,CB25 0EP,+447775744643,www.framlingwealth.co.uk,2,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,5,64,69,64,54,59
158,64,ifa,914115,Donna Malone Financial Advice Limited,Stourbridge,DY9 0HT,+447788992348,www.donnamalone.co.uk,2,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,5,64,69,64,54,59
159,64,ifa,914522,Expert Independent Financial Planning Limited,Harrow,HA1 1BD,+447702570828,www.expertifp.com,2,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,5,64,69,64,54,59
160,64,ifa,919164,Millward Wealth Management Limited,Rugby,CV22 6HX,+447865666044,www.millwardwealth.com,3,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,5,64,69,64,54,59
161,64,ifa,966723,Bound Rates Limited,London,W1F 8FL,+442080640360,www.bound.co,7,True,True,False,True,False,False,True,False,,,,False,False,0.5,30,10,10,64,69,64,54,59
162,64,ifa,934787,D Scott Financial Limited,Bideford,EX39 3BT,+4401237870999,www.dscottfinancial.co.uk,4,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,5,64,69,64,54,59
163,64,ifa,934844,EVA Capital Management Limited,Worcester,WR1 1EE,+44190521763,www.evacapital.co.uk,4,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,5,64,69,64,54,59
164,64,ifa,941828,Garwood Wealth Management Limited,Fareham,PO16 7AN,+441329640154,www.garwoodwealthmanagement.co.uk,2,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,5,64,69,64,54,59
165,64,ifa,942618,Engage Wealth Management Limited,Brighton,BN1 4BH,+4401273076587,www.engagewm.co.uk,2,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,5,64,69,64,54,59
166,64,ifa,942693,CSM Financial Solutions Limited,Berkshire,RG17 9QB,+447760665656,https://csmfinancialsolutions.co.uk/,2,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,5,64,69,64,54,59
167,64,ifa,968578,Brookway Financial Ltd,Doncaster,DN5 0TY,+447836522773,www.brookway.co.uk,2,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,5,64,69,64,54,59
168,64,ifa,977136,Need Financial Planning Ltd,Kent,CT10 1NQ,+441843228800,www.needfp.co.uk,4,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,5,64,69,64,54,59
169,64,ifa,990457,Bluebell Financial Management Limited,Honiton,EX14 9QA,+447944992682,www.bluebellfinancialmanagement.co.uk,2,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,5,64,69,64,54,59
170,64,ifa,1018948,Cove Financial Planning (Leeds) Limited,Leeds,LS1 2JP,+441138805515,www.covefp.co.uk,2,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,5,64,69,64,54,59
171,64,ifa,764562,ATLANTIC CAPITAL MARKETS LTD,Truro,TR4 8PN,+441872229000,www.atlanticmarkets.co.uk,8,True,True,False,True,False,False,True,False,,,,False,False,0.5,30,10,10,64,69,64,54,59
172,61,ifa,772349,BOSTON DIRECT MANAGEMENT UK LTD,Lincoln,LN6 9EA,+447971608104,,2,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,5,61,66,61,51,56
173,61,ifa,556365,Enlightened Finance Limited,Rickmansworth,WD3 4AB,+4407703329808,,2,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,5,61,66,61,51,56
174,61,ifa,925897,Edmund Nigel Wallen (T/A KL & EW Financial Services),Plymouth,PL7 5DQ,+447764303510,,3,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,5,61,66,61,51,56
175,59,ifa,184801,GFI Securities Limited,London,E14 5RD,+4402074221000,http://www.gfigroup.co.uk,1083,True,True,False,True,False,False,True,False,,,,False,True,0.5,30,10,20,59,64,59,49,54
176,59,ifa,514394,IUR CAPITAL LIMITED,London,SW3 6RD,+4402037467320,www.iurcapital.com,2,True,True,False,True,False,False,True,False,,,,False,False,0.5,30,10,5,59,64,59,49,54
177,59,ifa,623190,SYNERGY MARKETS LTD,London,EC2N 1HN,+4402038130017,www.synergy-markets.com,3,True,True,False,True,False,False,True,False,,,,False,False,0.5,30,10,5,59,64,59,49,54
178,59,ifa,300028,Kimberworth Insurance Bureau Limited,Rotherham,S61 1HB,+4401709550500,www.kimberworthinsurance.co.uk,3,True,True,False,True,False,False,False,False,,,,False,False,0.5,30,10,5,59,64,59,49,54
179,59,ifa,416932,Cavendish Securities PLC,London,EC1A 7BL,+4402072200500,www.cavendish.com,233,True,True,False,True,False,False,True,False,,,,False,True,0.5,30,10,20,59,64,59,49,54
180,59,ifa,579244,Atlanticomnium (UK) Limited,London,EC2M 7GB,+4407973960203,https://atlanti.ch/,4,True,True,False,True,False,False,True,False,,,,False,False,0.5,30,10,5,59,64,59,49,54
181,59,ifa,618176,Courtville Partners LLP,London,W1T 4TQ,+4402033270561,www.courtville.co.uk,4,True,True,False,True,False,False,True,False,,,,False,False,0.5,30,10,5,59,64,59,49,54
182,59,ifa,475285,Accendo Markets Limited,Barnet,EN5 5SU,+4402030517463,www.accendomarkets.com,67,True,True,False,True,False,False,True,False,,,,False,True,0.5,30,10,20,59,64,59,49,54
183,59,ifa,841810,Firmus Wealth Management Limited,Stoke-on-Trent,ST4 3EL,+441782343424,www.firmusfs.co.uk,1,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,0,59,64,59,49,54
184,59,ifa,916120,Forecast Financial Planning Limited,Lymington,SO41 0JD,+4401590636472,www.forecastfp.co.uk,1,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,0,59,64,59,49,54
185,59,ifa,971768,Auctus Advisors LLP,Kent,TN14 6NJ,+447711627449,www.auctusadvisors.co.uk,3,True,True,False,True,False,False,True,False,,,,False,False,0.5,30,10,5,59,64,59,49,54
186,59,ifa,930699,UNA VITA FINANCIAL PLANNING LIMITED,Oswestry,SY11 2BA,+441691320022,www.unavita.co.uk,1,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,0,59,64,59,49,54
187,59,ifa,923809,Ethical Adviser(UK) Ltd,West Midlands,B72 1JF,+447940521997,www.ethicaladviser.co.uk,1,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,0,59,64,59,49,54
188,59,ifa,924298,Freedom Financial Planning Ltd,County Antrim,BT37 0UW,+442890229798,www.freedom-financial.co.uk,1,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,0,59,64,59,49,54
189,59,ifa,943133,Echo Wealth Management Limited,GLASGOW,G3 7RH,+447813693022,www.echowealth.co.uk,1,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,0,59,64,59,49,54
190,59,ifa,977884,Kerr & Watson Limited,Farnborough,GU14 0NH,+441252224620,https://kerrandwatson.co.uk/,4,True,True,False,True,False,False,False,False,,,,False,False,0.5,30,10,5,59,64,59,49,54
191,58,ifa,616032,SVK Capital Management Ltd,Norwich,NR1 3DT,,,5,True,True,False,True,False,False,True,False,,,,False,False,0.5,30,10,10,58,63,58,48,53
192,56,ifa,914010,Andrew Reid,Falkirk,FK1 5HU,+447738121049,,1,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,0,56,61,56,46,51
193,56,ifa,927912,D Bragg Financial Solutions Ltd,Kent,DA5 2DB,+447786210552,,1,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,0,56,61,56,46,51
194,56,ifa,922829,David Williams Financial Solutions Limited,Harleston,IP20 9LB,+441379855405,,1,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,0,56,61,56,46,51
195,56,ifa,925160,Fairhall Investments Ltd,Wiltshire,SN25 3PQ,+4407710412849,,1,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,0,56,61,56,46,51
196,56,ifa,938619,Faramond UK Limited,Newcastle upon Tyne,NE3 2YB,+447966297106,,1,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,0,56,61,56,46,51
197,56,ifa,940694,First Avenue Financial Ltd,West Sussex,BN43 5GJ,+441273454384,,1,True,True,False,True,False,True,True,False,,,,False,False,0.5,30,15,0,56,61,56,46,51
198,51,ifa,956001,MGY Management Services Limited,London,W1G 0PW,+442037505300,,1,True,True,False,True,False,False,True,False,,,,False,False,0.5,30,10,0,51,56,51,41,46
199,41,ifa,805574,Citibank UK Limited,London,E14 5LB,+440800005500,www.citigroup.com,399,False,True,False,False,True,False,True,False,,,,False,False,0.5,20,10,20,41,41,41,31,36
200,37,ifa,146576,PERSHING SECURITIES LIMITED,London,EC4V 4LA,+442071638000,https://www.bny.com/pershing/emea/en.html,201,False,True,False,False,False,True,True,False,,,,False,False,0.5,20,5,20,37,37,37,27,32
201,37,ifa,183332,Halifax Share Dealing Limited,Leeds,LS1 4AP,+441132703685,http://www.halifax.co.uk/,191,False,True,False,False,False,True,True,False,,,,False,False,0.5,20,5,20,37,37,37,27,32
202,37,ifa,502619,Hubwise Securities Limited,Lichfield,WS14 9ET,+441283495245,https://www.ssctech.com/products/hubwise,50,False,True,False,False,False,True,True,False,,,,False,False,0.5,20,5,20,37,37,37,27,32
203,37,ifa,114432,Investment Funds Direct Limited,Bath,BA1 1HB,+4403450766140,www.mandg.com/wealth/platform,203,False,True,False,False,False,True,True,False,,,,False,False,0.5,20,5,20,37,37,37,27,32
204,37,ifa,468631,Equiniti Financial Services Limited,Worthing,BN99 3HH,+4403713842059,www.equiniti.com,206,False,True,False,False,False,True,True,False,,,,False,False,0.5,20,5,20,37,37,37,27,32
205,37,ifa,122351,Family Equity Plan Limited,Brighton,BN1 2RL,+4403448920920,www.onefamily.com,156,False,True,False,False,False,True,True,False,,,,False,False,0.5,20,5,20,37,37,37,27,32
206,37,ifa,456117,NUCLEUS FINANCIAL SERVICES LIMITED,Edinburgh,EH7 5JH,+4401312269800,www.nucleusfinancial.com,114,False,True,False,False,False,True,True,False,,,,False,False,0.5,20,5,20,37,37,37,27,32
207,37,ifa,459325,Meteor Asset Management Limited,London,SE1 9SG,+4402079041010,www.meteoram.com,33,False,True,False,False,False,True,True,False,,,,False,False,0.5,20,5,20,37,37,37,27,32
208,37,ifa,194734,Cofunds Limited,Witham,CM8 2FR,+4403456044001,www.aegon.co.uk,383,False,True,False,False,False,True,True,False,,,,False,False,0.5,20,5,20,37,37,37,27,32
209,37,ifa,541404,Fusion Wealth Limited,Horsham,RH12 4QP,+4401403334477,www.fusionwealth.co.uk,69,False,True,False,False,False,True,True,False,,,,False,False,0.5,20,5,20,37,37,37,27,32
210,37,ifa,144849,Elevate Portfolio Services Limited,Edinburgh,EH12 9JQ,+441313727298,www.aberdeenadviser.com,1434,False,True,False,False,False,True,True,False,,,,False,False,0.5,20,5,20,37,37,37,27,32
211,37,ifa,148577,Berkeley Morgan Limited,Milton Keynes,MK9 3XL,+4401908605000,https://www.personalgroup.com,124,False,True,False,False,False,True,True,False,,,,False,False,0.5,20,5,20,37,37,37,27,32
212,37,ifa,188796,ABERDEEN PLATFORM LIMITED,Edinburgh,EH12 9JQ,+441313727298,www.aberdeenadviser.com,693,False,True,False,False,False,True,True,False,,,,False,False,0.5,20,5,20,37,37,37,27,32
213,37,ifa,211468,AJ Bell Management Limited,Salford,M5 3EE,+4403454089100,https://www.ajbell.co.uk/,123,False,True,False,False,False,True,True,False,,,,False,False,0.5,20,5,20,37,37,37,27,32
214,37,ifa,191278,Sterling ISA Managers Limited,London,EC2N 1HZ,+4403300242345,platform.scottishwidows.co.uk,153,False,True,False,False,False,True,True,False,,,,False,False,0.5,20,5,20,37,37,37,27,32
215,37,ifa,191237,Royal London Savings Limited,Macclesfield,SK10 4EL,+4402075066500,www.royallondon.com,1071,False,True,False,False,False,True,False,False,,,,False,False,0.5,20,5,20,37,37,37,27,32
216,37,ifa,225574,James Hay WRAP Managers Limited,Salisbury,SP1 2BP,+4403455212414,www.jameshay.co.uk,185,False,True,False,False,False,True,True,False,,,,False,False,0.5,20,5,20,37,37,37,27,32
217,37,ifa,515334,Aviva Investment Solutions UK Limited,York,YO90 1WR,+442072832000,www.aviva.co.uk,376,False,True,False,False,False,True,True,False,,,,False,False,0.5,20,5,20,37,37,37,27,32
218,37,ifa,653661,Novia Global Limited,Bath,BA1 1JS,+441225517517,www.novia-global.com,30,False,True,False,False,False,True,True,False,,,,False,False,0.5,20,5,20,37,37,37,27,32
219,37,ifa,122058,M & G Financial Services Limited,London,EC3M 5AG,+442076264588,www.mandg.co.uk,42,False,True,False,False,False,True,True,False,,,,False,False,0.5,20,5,20,37,37,37,27,32
220,37,ifa,231530,Aviva Wrap UK Limited,York,YO90 1WR,+4402072832000,http://www.aviva.co.uk/,278,False,True,False,False,False,True,True,False,,,,False,False,0.5,20,5,20,37,37,37,27,32
221,37,ifa,793200,Seccl Custody Limited,Bath,BA1 1JW,+4401225482114,https://seccl.tech,32,False,True,False,False,False,True,True,False,,,,False,False,0.5,20,5,20,37,37,37,27,32
222,34,ifa,783837,ALT 21 LIMITED,London,WC1R 4FS,+442080687318,www.alt21.com,27,False,True,False,False,False,False,True,False,,,,False,False,0.5,20,0,20,34,34,34,24,29
223,34,ifa,206017,Refinitiv Transaction Services Limited,London,EC4M 7LS,+4402077971000,https://www.lseg.com,85,False,True,False,False,False,False,True,False,,,,False,False,0.5,20,0,20,34,34,34,24,29
224,34,ifa,816789,CapitalRise Finance Limited,London,W1G 0PW,+4402038692620,https://www.capitalrise.com/,24,False,True,False,False,False,False,True,False,,,,False,False,0.5,20,0,20,34,34,34,24,29
225,34,ifa,171935,SMBC Nikko Capital Markets Limited,London,EC2M 2AT,+4402045071000,https://www.smbcgroup.com/emea/group-companies,503,False,True,False,False,False,False,True,False,,,,False,False,0.5,20,0,20,34,34,34,24,29
226,34,ifa,516918,Rougemont Limited,Wetherby,LS23 6UL,+4401423877910,www.rougemontestates.co.uk,7,False,True,False,False,True,False,True,False,,,,False,False,0.5,20,10,10,34,34,34,24,29
227,34,ifa,756360,GRAPHENE PLATFORMS LIMITED,Kirkcaldy,KY2 6HD,+4408005385405,https://www.selectplatform.co.uk,50,False,True,False,False,False,False,True,False,,,,False,False,0.5,20,0,20,34,34,34,24,29
228,34,ifa,595450,Admiral Markets UK Ltd,London,EC2N 1HN,+4402077264003,www.admiralmarkets.com,40,False,True,False,False,False,False,True,False,,,,False,False,0.5,20,0,20,34,34,34,24,29
229,34,ifa,542059,Platform One Limited,Wimborne,BH21 7UH,+4403453665445,www.platform1online.com,32,False,True,False,False,False,False,True,False,,,,False,False,0.5,20,0,20,34,34,34,24,29
230,34,ifa,214206,Platform Securities LLP,Birmingham,B16 8TP,+4401212330336,www.platformsecurities.com,166,False,True,False,False,False,False,True,False,,,,False,False,0.5,20,0,20,34,34,34,24,29
231,34,ifa,171448,Santander ISA Managers Limited,Glasgow,G2 5NB,+4408003281328,www.santander.co.uk,1309,False,True,False,False,False,False,False,False,,,,False,False,0.5,20,0,20,34,34,34,24,29
232,34,ifa,191660,Idealing.com Limited,London,EC2M 1NH,+442035007461,www.idealing.com,12,False,True,False,False,False,True,True,False,,,,False,False,0.5,20,5,15,34,34,34,24,29
233,34,ifa,208159,Interactive Brokers (U.K.) Limited,London,EC3M 3BY,+442077105630,www.interactivebrokers.co.uk,29,False,True,False,False,False,False,True,False,,,,False,False,0.5,20,0,20,34,34,34,24,29
234,34,ifa,603332,Share In Ltd,Edinburgh,EH3 9DR,+441316410018,www.sharein.com,109,False,True,False,False,False,False,True,False,,,,False,False,0.5,20,0,20,34,34,34,24,29
235,34,ifa,184113,MUFG Corporate Markets Trustees (UK) Limited,Leeds,LS1 4DL,+443333001950,www.mpms.mufg.com,189,False,True,False,False,False,False,True,False,,,,False,False,0.5,20,0,20,34,34,34,24,29
236,34,ifa,629628,TF Global Markets (UK) Limited,London,EC2M 1NH,+4402038295421,www.thinkmarkets.com/uk,21,False,True,False,False,False,False,True,False,,,,False,False,0.5,20,0,20,34,34,34,24,29
237,34,ifa,182110,LONDON CAPITAL GROUP LIMITED,London,EC4N 7BE,+4402074567020,www.lcg.com,194,False,True,False,False,False,False,True,False,,,,False,False,0.5,20,0,20,34,34,34,24,29
